"","Pair.Name","Ligand.ApprovedSymbol","Ligand.Name","Receptor.ApprovedSymbol","Receptor.Name","DLRP","HPMR","IUPHAR","HPRD","STRING.binding","STRING.experiment","HPMR.Ligand","HPMR.Receptor","PMID.Manual","Pair.Source","Pair.Evidence","mode"
"2206","SHANK1_ABCA1","SHANK1","SH3 and multiple ankyrin repeat domains 1","ABCA1","ATP-binding cassette, sub-family A (ABC1), member 1","","","","HPRD","","","SHANK1","","","novel","literature supported","UNCAT"
"2207","SHANK1_BAI2","SHANK1","SH3 and multiple ankyrin repeat domains 1","BAI2","brain-specific angiogenesis inhibitor 2","","","","HPRD","","","SHANK1","BAI2","","novel","literature supported","UNCAT"
"2208","SHANK1_LPHN1","SHANK1","SH3 and multiple ankyrin repeat domains 1","LPHN1","latrophilin 1","","HPMR","","HPRD","","","SHANK1","LPHN1","","known","literature supported","UNCAT"
"2209","SHANK1_LPHN2","SHANK1","SH3 and multiple ankyrin repeat domains 1","LPHN2","latrophilin 2","","","","HPRD","","","SHANK1","LPHN2","","novel","literature supported","UNCAT"
"2210","SHANK1_SSTR2","SHANK1","SH3 and multiple ankyrin repeat domains 1","SSTR2","somatostatin receptor 2","","","","HPRD","STRING.binding","STRING.experiment","SHANK1","SSTR2","","novel","literature supported","UNCAT"
"2211","SHBG_CD177","SHBG","sex hormone-binding globulin","CD177","CD177 molecule","","","","HPRD","","","","","","novel","literature supported","UNCAT"
"2212","SHBG_CLDN4","SHBG","sex hormone-binding globulin","CLDN4","claudin 4","","","","HPRD","","","","","","novel","literature supported","UNCAT"
"2213","SHBG_SLC37A1","SHBG","sex hormone-binding globulin","SLC37A1","solute carrier family 37 (glucose-6-phosphate transporter), member 1","","","","HPRD","","","","","","novel","literature supported","UNCAT"
"2214","SHH_BOC","SHH","sonic hedgehog","BOC","BOC cell adhesion associated, oncogene regulated","","HPMR","","","STRING.binding","","SHH","BOC","","known","literature supported","Hedgehog"
"2215","SHH_CDON","SHH","sonic hedgehog","CDON","cell adhesion associated, oncogene regulated","","HPMR","","","STRING.binding","","SHH","CDON","","known","literature supported","Hedgehog"
"2216","SHH_GPC5","SHH","sonic hedgehog","GPC5","glypican 5","","","","","STRING.binding","","SHH","","21339334","novel","literature supported","Hedgehog"
"2217","SHH_HHIP","SHH","sonic hedgehog","HHIP","hedgehog interacting protein","","HPMR","","HPRD","STRING.binding","STRING.experiment","SHH","HHIP","","known","literature supported","Hedgehog"
"2218","SHH_LRP2","SHH","sonic hedgehog","LRP2","low density lipoprotein receptor-related protein 2","","","","","STRING.binding","","SHH","LRP2","22340494","novel","literature supported","Hedgehog"
"2219","SHH_PTCH1","SHH","sonic hedgehog","PTCH1","patched 1","","HPMR","","HPRD","STRING.binding","","SHH","PTCH","","known","literature supported","Hedgehog"
"2220","SHH_PTCH2","SHH","sonic hedgehog","PTCH2","patched 2","","","","HPRD","STRING.binding","","SHH","PTCH2","","novel","literature supported","Hedgehog"
"2221","SHH_SMO","SHH","sonic hedgehog","SMO","smoothened, frizzled class receptor","","HPMR","","","STRING.binding","","SHH","SMO","","known","literature supported","Hedgehog"
"2222","SLIT1_GPC1","SLIT1","slit homolog 1 (Drosophila)","GPC1","glypican 1","","HPMR","","HPRD","","","SLIT1","GPC1","","known","literature supported","SLIT"
"2223","SLIT1_ROBO1","SLIT1","slit homolog 1 (Drosophila)","ROBO1","roundabout, axon guidance receptor, homolog 1 (Drosophila)","","HPMR","","HPRD","","","SLIT1","ROBO1","","known","literature supported","SLIT"
"2224","SLIT1_SDC1","SLIT1","slit homolog 1 (Drosophila)","SDC1","syndecan 1","","HPMR","","","","","SLIT1","SDC1","","known","literature supported","SLIT"
"2225","SLIT2_DCC","SLIT2","slit homolog 2 (Drosophila)","DCC","deleted in colorectal carcinoma","","","","","STRING.binding","","SLIT2","DCC","","novel","putative","SLIT"
"2226","SLIT2_GPC1","SLIT2","slit homolog 2 (Drosophila)","GPC1","glypican 1","","HPMR","","HPRD","STRING.binding","STRING.experiment","SLIT2","GPC1","","known","literature supported","SLIT"
"2227","SLIT2_ROBO1","SLIT2","slit homolog 2 (Drosophila)","ROBO1","roundabout, axon guidance receptor, homolog 1 (Drosophila)","","HPMR","","HPRD","","","SLIT2","ROBO1","","known","literature supported","SLIT"
"2228","SLIT2_ROBO2","SLIT2","slit homolog 2 (Drosophila)","ROBO2","roundabout, axon guidance receptor, homolog 2 (Drosophila)","","HPMR","","HPRD","","","SLIT2","ROBO2","","known","literature supported","SLIT"
"2229","SLIT2_ROBO4","SLIT2","slit homolog 2 (Drosophila)","ROBO4","roundabout, axon guidance receptor, homolog 4 (Drosophila)","","HPMR","","","","","SLIT2","ROBO4","","known","literature supported","SLIT"
"2230","SLIT2_SDC1","SLIT2","slit homolog 2 (Drosophila)","SDC1","syndecan 1","","HPMR","","","","","SLIT2","SDC1","","known","literature supported","SLIT"
"2231","SLIT3_ROBO2","SLIT3","slit homolog 3 (Drosophila)","ROBO2","roundabout, axon guidance receptor, homolog 2 (Drosophila)","","","","HPRD","","","SLIT3","ROBO2","","novel","literature supported","SLIT"
"2232","SLPI_CD4","SLPI","secretory leukocyte peptidase inhibitor","CD4","CD4 molecule","","","","","STRING.binding","","","","","novel","putative","UNCAT"
"2233","SORBS1_INSR","SORBS1","sorbin and SH3 domain containing 1","INSR","insulin receptor","","","","HPRD","","","SORBS1","INSR","","novel","literature supported","UNCAT"
"2234","SORBS1_ITGA1","SORBS1","sorbin and SH3 domain containing 1","ITGA1","integrin, alpha 1","","","","","STRING.binding","","SORBS1","ITGA1","","novel","putative","UNCAT"
"2235","SORBS1_ITGB5","SORBS1","sorbin and SH3 domain containing 1","ITGB5","integrin, beta 5","","","","","STRING.binding","","SORBS1","ITGB5","","novel","putative","UNCAT"
"2236","SOST_LRP5","SOST","sclerostin","LRP5","low density lipoprotein receptor-related protein 5","","HPMR","","","STRING.binding","","SOST","LRP5","","known","literature supported","UNCAT"
"2237","SOST_LRP6","SOST","sclerostin","LRP6","low density lipoprotein receptor-related protein 6","","HPMR","","","","","SOST","LRP6","","known","literature supported","UNCAT"
"2238","SPINK1_EGFR","SPINK1","serine peptidase inhibitor, Kazal type 1","EGFR","epidermal growth factor receptor","","","","","STRING.binding","","","EGFR","21368222","novel","literature supported","EGF"
"2239","SPINK1_NRSN1","SPINK1","serine peptidase inhibitor, Kazal type 1","NRSN1","neurensin 1","","","","HPRD","","","","","","novel","literature supported","UNCAT"
"2240","SPINT1_ST14","SPINT1","serine peptidase inhibitor, Kunitz type 1","ST14","suppression of tumorigenicity 14 (colon carcinoma)","","","","HPRD","STRING.binding","","","","","novel","literature supported","UNCAT"
"2241","SPON2_ITGAM","SPON2","spondin 2, extracellular matrix protein","ITGAM","integrin, alpha M (complement component 3 receptor 3 subunit)","","","","","STRING.binding","","","ITGAM","","novel","putative","UNCAT"
"2242","SPON2_ITGB2","SPON2","spondin 2, extracellular matrix protein","ITGB2","integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)","","","","","STRING.binding","","","ITGB2","","novel","putative","UNCAT"
"2243","SPP1_CD44","SPP1","secreted phosphoprotein 1","CD44","CD44 molecule (Indian blood group)","","HPMR","","HPRD","STRING.binding","","SPP1","CD44","","known","literature supported","Matrix (assorted)"
"2244","SPP1_ITGA4","SPP1","secreted phosphoprotein 1","ITGA4","integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)","","","","","","","","","19417209","novel","literature supported","Matrix (assorted)"
"2245","SPP1_ITGA5","SPP1","secreted phosphoprotein 1","ITGA5","integrin, alpha 5 (fibronectin receptor, alpha polypeptide)","","","","HPRD","","","SPP1","ITGA5","","novel","literature supported","Matrix (assorted)"
"2246","SPP1_ITGA9","SPP1","secreted phosphoprotein 1","ITGA9","integrin, alpha 9","","","","HPRD","","","SPP1","ITGA9","","novel","literature supported","Matrix (assorted)"
"2247","SPP1_ITGAV","SPP1","secreted phosphoprotein 1","ITGAV","integrin, alpha V","","HPMR","","HPRD","","","SPP1","ITGAV","","known","literature supported","Matrix (assorted)"
"2248","SPP1_ITGB1","SPP1","secreted phosphoprotein 1","ITGB1","integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)","","","","HPRD","","","SPP1","ITGB1","","novel","literature supported","Matrix (assorted)"
"2249","SPP1_S1PR1","SPP1","secreted phosphoprotein 1","S1PR1","sphingosine-1-phosphate receptor 1","","","","","","","","","9488656","novel","literature supported","Matrix (assorted)"
"2250","SST_SSTR1","SST","somatostatin","SSTR1","somatostatin receptor 1","","HPMR","IUPHAR","HPRD","STRING.binding","","SST","SSTR1","","known","literature supported","UNCAT"
"2251","SST_SSTR2","SST","somatostatin","SSTR2","somatostatin receptor 2","","HPMR","IUPHAR","HPRD","STRING.binding","","SST","SSTR2","","known","literature supported","UNCAT"
"2252","SST_SSTR3","SST","somatostatin","SSTR3","somatostatin receptor 3","","HPMR","IUPHAR","HPRD","STRING.binding","","SST","SSTR3","","known","literature supported","UNCAT"
"2253","SST_SSTR4","SST","somatostatin","SSTR4","somatostatin receptor 4","","HPMR","IUPHAR","HPRD","STRING.binding","","SST","SSTR4","","known","literature supported","UNCAT"
"2254","SST_SSTR5","SST","somatostatin","SSTR5","somatostatin receptor 5","","HPMR","IUPHAR","HPRD","STRING.binding","","SST","SSTR5","","known","literature supported","UNCAT"
"2255","SYTL3_NRXN1","SYTL3","synaptotagmin-like 3","NRXN1","neurexin 1","","","","HPRD","","","","NRXN1","","novel","literature supported","UNCAT"
"2256","TAC1_TACR1","TAC1","tachykinin, precursor 1","TACR1","tachykinin receptor 1","","HPMR","IUPHAR","HPRD","STRING.binding","STRING.experiment","TAC1","TACR1","","known","literature supported","UNCAT"
"2257","TAC1_TACR2","TAC1","tachykinin, precursor 1","TACR2","tachykinin receptor 2","","HPMR","IUPHAR","HPRD","STRING.binding","STRING.experiment","TAC1","TACR2","","known","literature supported","UNCAT"
"2258","TAC1_TACR3","TAC1","tachykinin, precursor 1","TACR3","tachykinin receptor 3","","HPMR","IUPHAR","HPRD","","STRING.experiment","TAC1","TACR3","","known","literature supported","UNCAT"
"2259","TAC3_TACR1","TAC3","tachykinin 3","TACR1","tachykinin receptor 1","","HPMR","IUPHAR","HPRD","","","TAC3","TACR1","","known","literature supported","Complement"
"2260","TAC3_TACR2","TAC3","tachykinin 3","TACR2","tachykinin receptor 2","","HPMR","IUPHAR","HPRD","","STRING.experiment","TAC3","TACR2","","known","literature supported","Complement"
"2261","TAC3_TACR3","TAC3","tachykinin 3","TACR3","tachykinin receptor 3","","HPMR","IUPHAR","HPRD","STRING.binding","","TAC3","TACR3","","known","literature supported","Complement"
"2262","TAC4_TACR1","TAC4","tachykinin 4 (hemokinin)","TACR1","tachykinin receptor 1","","HPMR","","HPRD","","","TAC4","TACR1","","known","literature supported","UNCAT"
"2263","TAC4_TACR2","TAC4","tachykinin 4 (hemokinin)","TACR2","tachykinin receptor 2","","","","HPRD","","","TAC4","TACR2","","novel","literature supported","UNCAT"
"2264","TAC4_TACR3","TAC4","tachykinin 4 (hemokinin)","TACR3","tachykinin receptor 3","","HPMR","","HPRD","","","TAC4","TACR3","","known","literature supported","UNCAT"
"2265","TCN2_CNR1","TCN2","transcobalamin II","CNR1","cannabinoid receptor 1 (brain)","","","","","STRING.binding","","","CNR1","","novel","putative","UNCAT"
"2266","TCN2_LRP2","TCN2","transcobalamin II","LRP2","low density lipoprotein receptor-related protein 2","","","","","STRING.binding","","","LRP2","","novel","putative","UNCAT"
"2267","TCTN1_TMEM67","TCTN1","tectonic family member 1","TMEM67","transmembrane protein 67","","","","","","","","","21725307","novel","literature supported","UNCAT"
"2268","TDGF1_ACVR1B","TDGF1","teratocarcinoma-derived growth factor 1","ACVR1B","activin A receptor, type IB","","","","HPRD","STRING.binding","","TDGF1","ACVR1B","","novel","literature supported","UNCAT"
"2269","TDGF1_ACVR1C","TDGF1","teratocarcinoma-derived growth factor 1","ACVR1C","activin A receptor, type IC","","","","HPRD","STRING.binding","","TDGF1","ACVR1C","","novel","literature supported","UNCAT"
"2270","TDGF1_ACVR2A","TDGF1","teratocarcinoma-derived growth factor 1","ACVR2A","activin A receptor, type IIA","","HPMR","","","STRING.binding","","TDGF1","ACVR2A","","known","literature supported","UNCAT"
"2271","TDGF1_ACVR2B","TDGF1","teratocarcinoma-derived growth factor 1","ACVR2B","activin A receptor, type IIB","","","","","STRING.binding","","TDGF1","ACVR2B","","novel","putative","UNCAT"
"2272","TDGF1_GPC1","TDGF1","teratocarcinoma-derived growth factor 1","GPC1","glypican 1","","","","","STRING.binding","","TDGF1","GPC1","","novel","putative","UNCAT"
"2273","TFPI_F3","TFPI","tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)","F3","coagulation factor III (thromboplastin, tissue factor)","","","","","STRING.binding","","TFPI","F3","","novel","putative","Vasoactive"
"2274","TFPI_LRP1","TFPI","tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)","LRP1","low density lipoprotein receptor-related protein 1","","HPMR","","","","","TFPI","LRP1","","known","literature supported","Vasoactive"
"2275","TFPI_SDC4","TFPI","tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)","SDC4","syndecan 4","","","","","STRING.binding","","TFPI","SDC4","","novel","putative","Vasoactive"
"2276","TFPI_VLDLR","TFPI","tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)","VLDLR","very low density lipoprotein receptor","","HPMR","","","","","TFPI","VLDLR","","known","literature supported","Vasoactive"
"2277","TF_GPR162","TF","transferrin","GPR162","G protein-coupled receptor 162","","","","","STRING.binding","","TF","","","novel","putative","UNCAT"
"2278","TF_TFR2","TF","transferrin","TFR2","transferrin receptor 2","","","","HPRD","STRING.binding","","TF","TFR2","","novel","literature supported","UNCAT"
"2279","TF_TFRC","TF","transferrin","TFRC","transferrin receptor","","HPMR","","HPRD","STRING.binding","STRING.experiment","TF","TFRC","","known","literature supported","Transferrin"
"2280","TGFA_EGFR","TGFA","transforming growth factor, alpha","EGFR","epidermal growth factor receptor","DLRP","HPMR","IUPHAR","HPRD","STRING.binding","STRING.experiment","TGFA","EGFR","","known","literature supported","EGF"
"2281","TGFA_ERBB2","TGFA","transforming growth factor, alpha","ERBB2","v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2","","","","HPRD","STRING.binding","","TGFA","ERBB2","","novel","literature supported","EGF"
"2282","TGFA_ERBB3","TGFA","transforming growth factor, alpha","ERBB3","v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 3","","","","","STRING.binding","","TGFA","ERBB3","","novel","putative","EGF"
"2283","TGFA_ERBB4","TGFA","transforming growth factor, alpha","ERBB4","v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4","","","","HPRD","","STRING.experiment","TGFA","ERBB4","","novel","literature supported","EGF"
"2284","TGFB1_ACVRL1","TGFB1","transforming growth factor, beta 1","ACVRL1","activin A receptor type II-like 1","","HPMR","","HPRD","","","TGFB1","ACVRL1","","known","literature supported","TGFB"
"2285","TGFB1_CAV1","TGFB1","transforming growth factor, beta 1","CAV1","caveolin 1, caveolae protein, 22kDa","","","","","STRING.binding","","TGFB1","","","novel","putative","TGFB"
"2286","TGFB1_CD109","TGFB1","transforming growth factor, beta 1","CD109","CD109 molecule","","","","","STRING.binding","","TGFB1","","","novel","putative","TGFB"
"2287","TGFB1_CXCR4","TGFB1","transforming growth factor, beta 1","CXCR4","chemokine (C-X-C motif) receptor 4","","","","","STRING.binding","","TGFB1","CXCR4","","novel","putative","TGFB"
"2288","TGFB1_ENG","TGFB1","transforming growth factor, beta 1","ENG","endoglin","","","","HPRD","STRING.binding","STRING.experiment","TGFB1","ENG","","novel","literature supported","TGFB"
"2289","TGFB1_ITGAV","TGFB1","transforming growth factor, beta 1","ITGAV","integrin, alpha V","","","","HPRD","","","TGFB1","ITGAV","","novel","literature supported","TGFB"
"2290","TGFB1_ITGB6","TGFB1","transforming growth factor, beta 1","ITGB6","integrin, beta 6","","","","HPRD","","","TGFB1","ITGB6","","novel","literature supported","TGFB"
"2291","TGFB1_ITGB8","TGFB1","transforming growth factor, beta 1","ITGB8","integrin, beta 8","","","","HPRD","","","TGFB1","ITGB8","","novel","literature supported","TGFB"
"2292","TGFB1_SDC2","TGFB1","transforming growth factor, beta 1","SDC2","syndecan 2","","","","HPRD","STRING.binding","","TGFB1","SDC2","","novel","literature supported","TGFB"
"2293","TGFB1_TGFBR1","TGFB1","transforming growth factor, beta 1","TGFBR1","transforming growth factor, beta receptor 1","DLRP","HPMR","","HPRD","STRING.binding","STRING.experiment","TGFB1","TGFBR1","","known","literature supported","TGFB"
